lang,label,sentence
en,ovos-skill-laugh.openvoiceos:haunted.intent,are you haunted
en,ovos-skill-laugh.openvoiceos:haunted.intent,are you possessed
en,ovos-skill-laugh.openvoiceos:haunted.intent,do you need an exorcism
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,can you describe what you are
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,define yourself
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,describe what you are
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,how would you define yourself
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what being are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what creature are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what person are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what thing are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what do you classify as
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what exactly are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what is your classification
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what is your nature
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what is your species
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what type of being are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what type of creature are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what type of person are you
en,ovos-skill-personal.OpenVoiceOS:WhatAreYou.intent,what type of thing are you
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where did you originate
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where do you come from
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where was your first version released
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where were you born
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where were you built
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where were you created
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where were you designed
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where were you developed
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where were you invented
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where were you made
en,ovos-skill-personal.OpenVoiceOS:WhereWereYouBorn.intent,where were you programmed
en,ovos-skill-personal.OpenVoiceOS:WhoAreYou.intent,can you introduce yourself
en,ovos-skill-personal.OpenVoiceOS:WhoAreYou.intent,how do you describe yourself
en,ovos-skill-personal.OpenVoiceOS:WhoAreYou.intent,tell me about yourself
en,ovos-skill-personal.OpenVoiceOS:WhoAreYou.intent,what is your name
en,ovos-skill-personal.OpenVoiceOS:WhoAreYou.intent,who are you
en,ovos-skill-personal.OpenVoiceOS:WhoAreYou.intent,who do you identify as
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,by whom were you built
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,by whom were you created
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,by whom were you designed
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,by whom were you invented
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,by whom were you made
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,by whom were you manufactured
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,by whom were you programmed
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who built you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who created you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who designed you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who has built you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who has created you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who has designed you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who has invented you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who has made you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who has manufactured you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who has programmed you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who invented you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who is your builder
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who is your creator
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who is your designer
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who is your maker
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who made you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who manufactured you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who programmed you
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who were you built by
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who were you created by
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who were you designed by
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who were you invented by
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who were you made by
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who were you manufactured by
en,ovos-skill-personal.OpenVoiceOS:WhoMadeYou.intent,who were you programmed by
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,what is your date of birth
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when did you come into existence
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when did you first appear
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when did you start existing
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when was your first version released
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when were you born
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when were you built
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when were you created
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when were you designed
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when were you invented
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when were you made
en,ovos-skill-personal.OpenVoiceOS:WhenWereYouBorn.intent,when were you programmed
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,explain step by step {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,step by step {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,how can i {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,how do i {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,how to {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,steps for {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,search wiki how {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,search wiki how for {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,search wikihow {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,search wikihow for {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,what does wiki how say about {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,what does wiki how think about {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,what does wikihow say about {query}
en,ovos-skill-wikihow.openvoiceos:wikihow.intent,what does wikihow think about {query}
en,ovos-skill-wordnet.openvoiceos:lemma.intent,what are the lemmas of {query}
en,ovos-skill-wordnet.openvoiceos:lemma.intent,what is a lemma of {query}
en,ovos-skill-wordnet.openvoiceos:lemma.intent,what is the lemma of {query}
en,ovos-skill-wordnet.openvoiceos:hyponym.intent,what are the hyponyms of {query}
en,ovos-skill-wordnet.openvoiceos:hyponym.intent,what is a hyponym of {query}
en,ovos-skill-wordnet.openvoiceos:hyponym.intent,what is the hyponym of {query}
en,ovos-skill-wordnet.openvoiceos:hypernym.intent,what are the hypernyms of {query}
en,ovos-skill-wordnet.openvoiceos:hypernym.intent,what is a hypernym of {query}
en,ovos-skill-wordnet.openvoiceos:hypernym.intent,what is the hypernym of {query}
en,ovos-skill-wordnet.openvoiceos:antonym.intent,what are the antonyms of {query}
en,ovos-skill-wordnet.openvoiceos:antonym.intent,what is a antonym of {query}
en,ovos-skill-wordnet.openvoiceos:antonym.intent,what is the antonym of {query}
en,ovos-skill-wordnet.openvoiceos:search_wordnet.intent,ask word net about {query}
en,ovos-skill-wordnet.openvoiceos:search_wordnet.intent,ask wordnet about {query}
en,ovos-skill-wordnet.openvoiceos:search_wordnet.intent,search word net for {query}
en,ovos-skill-wordnet.openvoiceos:search_wordnet.intent,search wordnet for {query}
en,ovos-skill-wordnet.openvoiceos:search_wordnet.intent,what does word net say about {query}
en,ovos-skill-wordnet.openvoiceos:search_wordnet.intent,what does wordnet say about {query}
en,ovos-skill-wordnet.openvoiceos:holonym.intent,what are the holonyms of {query}
en,ovos-skill-wordnet.openvoiceos:holonym.intent,what is a holonym of {query}
en,ovos-skill-wordnet.openvoiceos:holonym.intent,what is the holonym of {query}
en,ovos-skill-wordnet.openvoiceos:definition.intent,what is a {query}
en,ovos-skill-wordnet.openvoiceos:definition.intent,what is the definition of {query}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,activate audio recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,activate audio recording as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,activate audio recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,activate audio recording under the title {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin audio capture
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin audio capture as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin audio capture named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin audio capture titled {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin audio recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin audio recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin audio recording {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin recording session
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,begin recording {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,commence audio recording titled {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,commence audio recording with the name {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,commence recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,commence recording session called {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,commence recording with the name {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,establish recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initialize recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initialize recording titled {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate a new recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate an audio recording called {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate an audio recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate audio recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate audio recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate audio recording operation named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate audio recording {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate recording under the name {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,initiate recording {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,new recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,proceed with recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,record a new audio file
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,record a new audio file named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,record audio
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,record audio as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,record audio named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,record audio now
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,record audio now with the name {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,set up a new recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start a new audio recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start a new audio recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start a new recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start a new recording called {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start a new recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start a new recording with the title {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start a recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start a recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start an audio recording
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start an audio recording called {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start an audio recording named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording now
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording now as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording now named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording operation
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording operation as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording operation named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording please
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording please as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start audio recording please named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording immediately as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording named {name
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording now
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording now as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording now named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording please
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording please as {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording please named {name}
en,ovos-skill-audio-recording.openvoiceos:start_recording.intent,start recording right away
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate boot notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate boot notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate boot sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate boot sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate boot speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate booted notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate booted notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate booted sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate booted sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate booted speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate load notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate load notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate load sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate load sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate load speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate loaded notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate loaded notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate loaded sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate loaded sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate loaded speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate readiness notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate readiness notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate readiness sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate readiness sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate readiness speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate ready notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate ready notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate ready sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate ready sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate ready speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start up notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start up notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start up sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start up sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate start up speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate started notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate started notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate started sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate started sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate started speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate startup notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate startup notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate startup sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate startup sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,deactivate startup speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable boot notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable boot notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable boot sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable boot sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable boot speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable booted notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable booted notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable booted sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable booted sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable booted speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable load notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable load notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable load sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable load sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable load speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable loaded notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable loaded notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable loaded sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable loaded sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable loaded speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable readiness notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable readiness notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable readiness sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable readiness sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable readiness speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable ready notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable ready sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable ready sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable ready speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start up notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start up notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start up sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start up sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable start up speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable started notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable started notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable started sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable started sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable started speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable startup notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable startup notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable startup sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable startup sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,disable startup speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off boot notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off boot notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off boot sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off boot sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off boot speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off booted notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off booted notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off booted sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off booted sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off booted speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off load notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off load notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off load sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off load sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off load speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off loaded notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off loaded notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off loaded sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off loaded sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off loaded speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off readiness notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off readiness notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off readiness sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off readiness sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off readiness speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off ready notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off ready notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off ready sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off ready sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off ready speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start up notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start up notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start up sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start up sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off start up speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off started notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off started notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off started sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off started sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off started speech
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off startup notification
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off startup notifications
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off startup sound
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off startup sounds
en,ovos-skill-boot-finished.openvoiceos:disable_ready_notification.intent,turn off startup speech
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate boot notification
en,ovos-skill-boot-finished.openvoiceos:enable_ready_notification.intent,activate boot notifications
